Contact ID,Contact Type,Customer Number,Customer Sub Type,Place of Supply,Taxable,Tax Name,Tax Percentage,Tax Type,Exemption Reason,Contact Name,Display Name,Company Name,Salutation,First Name,Last Name,EmailID,Phone,MobilePhone,Skype Identity,Facebook,Twitter,Department,Designation,Price List,Payment Terms,Currency Code,GST Treatment,GST Identification Number (GSTIN),Notes,Website,Contact Address ID,Billing Attention,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Phone,Shipping Fax,Shipping Latitude,Shipping Longitude,Source,Last Sync Time,Status
1923531000000175038,customer,CUS100021,business,KA,TRUE,,,,,Taj Bangalore,Taj Bangalore,Taj Trade And Transport Co. Ltd.,,,,khazana.tajbangalore@tajhotels.com,,,,,,,,,30,INR,business_gst,29AAACT1628E1ZJ,,,1923531000000175038,"Khazana, Taj Bangalore","Taj Khazana,
Taj Bangalore, Bengaluru","Opp Kempegowda International Airport,",Bangalore,Karnataka,India,560300,,,"Khazana, Taj Bangalore","Taj Khazana,
Taj Bangalore, Bengaluru","Opp Kempegowda International Airport,",Bangalore,Karnataka,India,560300,,,,,1,,user
1923531000000268303,customer,CUS100037,business,KL,TRUE,,,,,"Taj Bekal, Kerala","Taj Bekal, Kerala",Taj Trade And Transport Co. Ltd.,,,,Khazana.bekal@tajhotels.com,,,,,,,,,30,INR,business_gst,32AAACT1628E1ZW,,,1923531000000268303,"Khazana, Taj Bekal, Kerala","Taj Khazana,
Vivanta By Taj - Bekal Kerala,","Kappil Beach, P.O. Udma West",Kasargod,Kerala,India,671319,,,"Khazana, Taj Bekal, Kerala","Taj Khazana,
Vivanta By Taj - Bekal Kerala,","Kappil Beach, P.O. Udma West",Kasargod,Kerala,India,671319,,,,,1,,user
1923531000000432201,customer,CUS100058,business,WB,TRUE,,,,,"Taj Bengal, Kolkata","Taj Bengal, Kolkata",Taj Trade And Transport Co. Ltd.,,,,tbhkhazana.cal@tajhotels.com,,,,,,,,,30,INR,business_gst,19AAACT1628E1ZK,,,1923531000000432201,"Khazana, Taj Bengal, Kolkata",34-B Belevedere Road,Alipore,Kolkota,West Bengal,India,700027,,,"Khazana, Taj Bengal, Kolkata",34-B Belevedere Road,Alipore,Kolkota,West Bengal,India,700027,,,,,1,,user
1923531000000175056,customer,CUS100022,business,AN,TRUE,,,,,"Taj Exotica, Andaman","Taj Exotica, Andaman",Taj Trade And Transport Co. Ltd.,,,,,,,,,,,,,30,INR,business_gst,35AAACT1628E1ZQ,,,1923531000000175056,"Khazana, Taj Exotica, Andaman","Taj Exotica Resorts & Spa,
Beach No-7, Radha Nagar,",,Havelock Islands,Andaman And Nicobar Islands,India,744211,,,"Khazana, Taj Exotica, Andaman","Taj Exotica Resorts & Spa,",,Port Blair,Andaman And Nicobar Islands,India,744101,,,,,1,,user
1923531000000408093,customer,CUS100056,business,GA,TRUE,,,,,"Taj Exotica, Goa","Taj Exotica, Goa",Taj Trade And Transport Co. Ltd.,,,,exoticakhazana.goa@tajhotels.com,,,,,,,,,30,INR,business_gst,30AAACT1628E1Z0,,,1923531000000408093,"Khazana, Taj Exotica, Goa","Taj Exotica, Calwaddo, Benaulim,",,Salcette,Goa,India,403716,,,"Khazana, Taj Exotica, Goa","Taj Exotica, Calwaddo, Benaulim,",,Salcette,Goa,India,403716,,,,,1,,user
1923531000000230221,customer,CUS100030,business,TS,TRUE,,,,,"Taj Falaknuma, Hyderabad","Taj Falaknuma, Hyderabad",Taj Trade And Transport Co. Ltd.,,,,falaknumakhazana.hyderabad@tajhotels.com,,,,,,,,,30,INR,business_gst,36AAACT1628E1ZO,,,1923531000000230221,"Khazana, Taj Falaknuma, Hyderabad","Taj Khazana 
Taj Falaknuma Palace , Falaknuma",,Hyderabad,Telangana,India,500053,,,"Khazana, Taj Falaknuma, Hyderabad","Taj Khazana 
Taj Falaknuma Palace , Falaknuma",,Hyderabad,Telangana,India,500053,,,,,1,,user
1923531000000176047,customer,CUS100020,business,GA,TRUE,,,,,"Taj Hotel & Convention Centre, Goa","Taj Hotel & Convention Centre, Goa",Taj Trade And Transport Co. Ltd.,,,,thcckhazana@tajhotels.com,,,,,,,,,30,INR,business_gst,30AAACT1628E1Z0,,,1923531000000176047,"Khazana, Taj Hotel & Convention Centre, Goa","Taj Khazana,
Taj Hotel & Convention Center","Vainguinim Beach,
Dona Paula",Panaji,Goa,India,403004,,,"Khazana, Taj Hotel & Convention Centre, Goa","Taj Khazana,
Taj Hotel & Convention Center","Vainguinim Beach,
Dona Paula",Panaji,Goa,India,403004,,,,,1,,user
1923531000002414083,customer,MC100571,business,MP,TRUE,,,,,Taj Lakefront Bhopal,Taj Lakefront Bhopal,Taj Trade And Transport Co. Ltd.,,,,khazana.lakefront@tajhotels.com,,,,,,,,,30,INR,business_gst,23AAACT1628E1ZV,,,1923531000002414083,"Khazana, Taj Lakefront Bhopal","Khazana, Taj Lakefront, Link Road No. 3,","Prempura Near Atal Bihari Institute, Bhadbhada Chouraha",Bhopal,Madhya Pradesh,India,462003,,,"Khazana, Taj Lakefront Bhopal","Khazana, Taj Lakefront, Link Road No. 3,","Prempura Near Atal Bihari Institute, Bhadbhada Chouraha",Bhopal,Madhya Pradesh,India,462003,,,,,1,,user
1923531000000830986,customer,CUS100335,business,KL,TRUE,,,,,Taj Malabar Cochin,Taj Malabar Cochin,Taj Trade And Transport Co. Ltd.,,,,khazana.malabar@tajhotels.com,,,,,,,,,30,INR,business_gst,32AAACT1628E1ZW,,,1923531000000830986,"Khazana, Taj Malabar Cochin","Taj Khazana,
Taj Malabar Resort & Spa,
Willingdon Island",,Cochin,Kerala,India,682009,,,"Khazana, Taj Malabar Cochin","Taj Khazana,
Taj Malabar Resort & Spa,
Willingdon Island",,Cochin,Kerala,India,682009,,,,,1,,user
1923531000000252495,customer,CUS100033,business,KA,TRUE,,,,,"Taj Medikeri, Coorg","Taj Medikeri, Coorg",Taj Trade And Transport Co. Ltd.,,,,khazana.coorg@tajhotels.com,,,,,,,,,30,INR,business_gst,29AAACT1628E1ZJ,,,1923531000000252495,"Khazana, Taj Medikeri, Coorg","Taj Khazana,
Taj Madikeri Resort & Spa","1St Monnageri, Galibeedu Post Madikeri",Coorg,Karnataka,India,571201,,,"Khazana, Taj Medikeri, Coorg","Taj Khazana,
Taj Madikeri Resort & Spa","1St Monnageri, Galibeedu Post Madikeri",Coorg,Karnataka,India,571201,,,,,1,,user
1923531000000175074,customer,CUS100023,business,DL,TRUE,,,,,Taj Palace Delhi,Taj Palace Delhi,Taj Trade And Transport Co. Ltd.,,,,tphkhazana.del@tajhotels.com,,,,,,,,,30,INR,business_gst,07AAACT1628E1ZP,,,1923531000000175074,"Khazana, Taj Palace Delhi","Taj Khazana,
Taj Palace Hotel",Diplomatic Enclave,New Delhi,Delhi,India,110021,,,"Khazana, Taj Palace Delhi","Taj Khazana,
Taj Palace Hotel",Diplomatic Enclave,New Delhi,Delhi,India,110021,,,,,1,,user
1923531000002454598,customer,MC100577,business,MH,TRUE,,,,,Taj The Trees,Taj The Trees,Taj Trade And Transport Co. Ltd.,,,,khazana.thetrees@tajhotels.com,,,,,,,,,0,INR,business_gst,27AAACT1628E1ZN,,,1923531000002454598,"Khazana, Taj The Trees","C.T.S No 51/B/1 Of Village Vikhroli, Hotel Taj The Trees, The Trees Road",Mumbai,Mumbai Suburban,Maharashtra,India,400079,,,"Khazana, Taj The Trees","C.T.S No 51/B/1 Of Village Vikhroli, Hotel Taj The Trees, The Trees Road",Mumbai,Mumbai Suburban,Maharashtra,India,400079,,,,,1,,user
1923531000000252759,customer,CUS100034,business,KL,TRUE,,,,,Taj Wayanad Resort & Spa Kerala,Taj Wayanad Resort & Spa Kerala,Taj Trade And Transport Co. Ltd.,,,,Khazana.wayanad@tajhotels.com,,,,,,,,,30,INR,business_gst,32AAACT1628E1ZW,,,1923531000000252759,"Khazana, Taj Wayanad Resort & Spa Kerala","Taj Khazana,
Taj Wayanad Resort And Spa , Kerala","1/72 A, Ward -1, Manjoora, Thariyode North,
Pandinjarathare",Wayanand,Kerala,India,673575,,,"Khazana, Taj Wayanad Resort & Spa Kerala","Taj Khazana,
Taj Wayanad Resort And Spa , Kerala","1/72 A, Ward -1, Manjoora, Thariyode North,
Pandinjarathare",Wayanand,Kerala,India,673575,,,,,1,,user
1923531000000230203,customer,CUS100029,business,TN,TRUE,,,,,"Taj Wellington Mews, Chennai","Taj Wellington Mews, Chennai",Taj Trade And Transport Co. Ltd.,,,,khazana.wellingtonmews@tajhotels.com,,,,,,,,,30,INR,business_gst,33AAACT1628E1ZU,,,1923531000000230203,"Khazana, Taj Wellington Mews, Chennai","Khazana Wellington.
Tril Infopark Limited,","Rajiv Gandhi Salai,Taramani",Chennai,Tamil Nadu,India,600113,,,"Khazana, Taj Wellington Mews, Chennai","Khazana Wellington.
Tril Infopark Limited,","Rajiv Gandhi Salai,Taramani",Chennai,Tamil Nadu,India,600113,,,,,1,,user
1923531000000252381,customer,CUS100032,business,KA,TRUE,,,,,"Taj West End, Bengaluru","Taj West End, Bengaluru",Taj Trade And Transport Co. Ltd.,,,,khazana.westend@tajhotels.com,,,,,,,,,30,INR,business_gst,29AAACT1628E1ZJ,,,1923531000000252381,"Khazana, Taj West End, Bengaluru","Taj Khazana,
Taj Bangalore, Bengaluru,","25, Race Course Rd, High Grounds",Bengaluru,Karnataka,India,560001,,,"Khazana, Taj West End, Bengaluru","Taj Khazana,
Taj Bangalore, Bengaluru,","25, Race Course Rd, High Grounds",Bengaluru,Karnataka,India,560001,,,,,1,,user
1923531000000830368,customer,CUS100334,business,KA,TRUE,,,,,Taj Yeshwantpur Bengaluru,Taj Yeshwantpur Bengaluru,Taj Trade And Transport Co. Ltd.,,,,tybkhazana@tajhotels.com,,,,,,,,,30,INR,business_gst,29AAACT1628E1ZJ,,,1923531000000830368,"Khazana, Taj Yeshwantpur Bengaluru","Taj Khazana, Taj Yeshwantpur,
2275, Tumkur Main Road,","Yeshwanthpur Industrial Area Ph-1,
Yeshwanthpur",Bangaluru,Karnataka,India,560022,,,"Khazana, Taj Yeshwantpur Bengaluru","Taj Khazana, Taj Yeshwantpur,
2275, Tumkur Main Road,","Yeshwanthpur Industrial Area Ph-1,
Yeshwanthpur",Bangaluru,Karnataka,India,560022,,,,,1,,user
